time,force,position,velocity,acceleration,kinetic_energy,gravitational_potential_energy,total_mechanic_energy
9.350000000000001,-0.12,1.0546,0.553,0.373,0.03837902950000001,0.013728082323188411,0.05210711182318842
9.399999999999999,-0.12,1.0834,0.572,0.032,0.04106159199999999,0.010748664305797113,0.0518102563057971
9.45,-0.12,1.1123,0.588,-1.273,0.04339087199999999,0.007758901086956517,0.05114977308695651
9.5,-0.11,1.1418,0.508,-3.548,0.032387032,0.0047070666594203,0.0370940986594203
9.55,-2.97,1.1725,0.236,-5.53,0.006989848,0.0015310898144927458,0.008520937814492745
9.600000000000001,-3.72,1.1756,-0.14,-5.602,0.0024598000000000003,0.0012103885695652218,0.003670188569565222
9.649999999999999,-0.13,1.1492,-0.423,-3.707,0.022455589499999998,0.003941521752173915,0.026397111252173915
9.7,-0.11,1.1231,-0.514,-1.409,0.033156597999999995,0.006641619330434787,0.03979821733043478
9.75,-0.14,1.098,-0.502,-0.012,0.031626502,0.009238264894202892,0.04086476689420289
9.8,-0.14,1.0727,-0.483,0.427,0.0292777695,0.01185560086086957,0.041133370360869566
9.850000000000001,-0.1,1.0489,-0.457,0.477,0.0262105495,0.014317758805797111,0.04052830830579711
9.899999999999999,-0.12,1.0272,-0.431,0.449,0.023313005499999997,0.016562667520289866,0.03987567302028987
9.95,-0.14,1.0064,-0.412,0.411,0.021302871999999997,0.018714469421739138,0.040017341421739135
10,-0.11,0.986,-0.394,0.427,0.019482118000000003,0.02082489051739131,0.040307008517391316
10.05,-0.14,0.9666,-0.371,0.473,0.0172739455,0.022831859598550726,0.040105805098550724
10.100000000000001,-0.12,0.9488,-0.344,0.482,0.014851167999999998,0.024673305456521744,0.03952447345652174
10.149999999999999,-0.11,0.9324,-0.32,0.449,0.0128512,0.026369918494202903,0.0392211184942029
10.2,-0.12,0.917,-0.3,0.415,0.011295,0.027963079517391302,0.0392580795173913
10.25,-0.12,0.9023,-0.28,0.407,0.009839200000000001,0.029483824130434787,0.039323024130434786
10.3,-0.12,0.8889,-0.26,0.418,0.008483800000000001,0.030870081124637683,0.03935388112463768
10.350000000000001,-0.12,0.8765,-0.238,0.441,0.007108821999999999,0.032152886104347835,0.039261708104347835
10.399999999999999,-0.11,0.865,-0.216,0.47,0.005855328,0.0333425842710145,0.0391979122710145
10.45,-0.11,0.8547,-0.191,0.486,0.0045783655,0.03440814002028986,0.03898650552028986
10.5,-0.12,0.8458,-0.166,0.473,0.0034582780000000004,0.03532886294927536,0.038787140949275364
10.55,-0.12,0.8383,-0.143,0.443,0.002566349499999999,0.03610475305797101,0.038671102557971015
10.600000000000001,-0.12,0.8316,-0.122,0.426,0.001867942,0.036797881555072465,0.03866582355507246
10.649999999999999,-0.11,0.8259,-0.101,0.423,0.0012802255000000002,0.037387558037681165,0.03866778353768117
10.7,-0.11,0.8214,-0.08,0.418,8.032e-4,0.03785309210289855,0.038656292102898546
10.75,-0.12,0.818,-0.059,0.407,4.368655e-4,0.03820482895217392,0.03864169445217392
10.8,-0.11,0.8156,-0.04,0.402,2.008e-4,0.038453113786956525,0.038653913786956526
10.850000000000001,-0.11,0.814,-0.019,0.403,4.53055e-5,0.03861863701014493,0.03866394251014493
10.899999999999999,-0.12,0.8135,0.001,0.399,1.255e-7,0.03867036301739131,0.03867048851739131
10.95,-0.12,0.8143,0.021,0.388,5.534550000000001e-5,0.0385876014057971,0.0386429469057971
11,-0.11,0.8157,0.04,0.381,2.008e-4,0.03844276858550725,0.03864356858550725
11.05,-0.12,0.8182,0.059,0.38,4.368655e-4,0.03818413854927536,0.03862100404927536
11.100000000000001,-0.11,0.8216,0.078,0.379,7.63542e-4,0.037832401700000004,0.0385959437
11.149999999999999,-0.11,0.826,0.097,0.379,0.0011808295000000002,0.03737721283623189,0.03855804233623189
11.2,-0.11,0.8313,0.115,0.389,0.0016597375,0.036828917159420285,0.038488654659420286
11.25,-0.13,0.8374,0.135,0.408,0.0022872375000000003,0.03619785987101449,0.038485097371014486
11.3,-0.11,0.8447,0.156,0.422,0.003054168,0.035442660165217396,0.0384968281652174
11.350000000000001,-0.11,0.8531,0.178,0.422,0.003976342,0.03457366324347827,0.03855000524347827
11.399999999999999,-0.12,0.8625,0.199,0.408,0.004969925500000001,0.03360121430724637,0.03857113980724637
11.45,-0.12,0.873,0.219,0.383,0.0060191055,0.03251496815507247,0.03853407365507247
11.5,-0.12,0.8845,0.238,0.348,0.007108821999999999,0.031325269988405804,0.038434091988405805
11.55,-0.11,0.8969,0.254,0.321,0.008096758,0.03004246500869565,0.03813922300869565
11.600000000000001,-0.11,0.91,0.268,0.326,0.009013912000000002,0.028687243618840577,0.037701155618840576
11.649999999999999,-0.11,0.9237,0.285,0.368,0.0101937375,0.02726995102028986,0.03746368852028986
11.7,-0.12,0.9382,0.305,0.415,0.0116746375,0.025769896810144924,0.037444534310144925
11.75,-0.11,0.954,0.328,0.424,0.013501792000000002,0.02413535498115943,0.03763714698115943
11.8,-0.11,0.9711,0.35,0.387,0.015373749999999999,0.02236632553333334,0.037740075533333334
11.850000000000001,-0.12,0.9891,0.367,0.341,0.0169034695,0.020504189272463773,0.03740765877246377
11.899999999999999,-0.11,1.0079,0.382,0.337,0.018313462,0.0185592914,0.0368727534
11.95,-0.11,1.0272,0.398,0.376,0.019879702000000003,0.016562667520289866,0.03644236952028987
12,-0.12,1.0475,0.42,0.404,0.022138199999999997,0.01446259162608695,0.03660079162608695
12.05,-0.11,1.069,0.442,0.387,0.024518182000000003,0.01223837331449276,0.03675655531449276
12.100000000000001,-0.11,1.092,0.459,0.222,0.0264404655,0.009858976981159414,0.03629944248115941
12.149999999999999,-0.11,1.1152,0.475,-0.555,0.0283159375,0.007458890244927542,0.03577482774492754
12.2,-0.11,1.139,0.454,-2.237,0.025867558000000002,0.004996732300000001,0.030864290300000003
12.25,-0.15,1.1644,0.281,-4.123,0.009909605500000002,0.0023690511318840497,0.012278656631884051
12.3,-4.51,1.1789,-0.018,-4.778,4.0662e-5,8.689969217391267e-4,9.096589217391267e-4
12.350000000000001,-0.18,1.1596,-0.291,-3.577,0.010627465499999999,0.0028656208014492817,0.01349308630144928
12.399999999999999,-0.11,1.1383,-0.408,-1.599,0.020891231999999996,0.00506914871014492,0.025960380710144917
12.45,-0.13,1.1178,-0.402,-0.182,0.020281302000000005,0.007189915007246389,0.027471217007246394
12.5,-0.11,1.0983,-0.386,0.337,0.018698998,0.00920722928985507,0.02790622728985507
12.55,-0.11,1.079,-0.367,0.434,0.0169034695,0.011203853169565223,0.028107322669565223
12.600000000000001,-0.14,1.0612,-0.342,0.482,0.014678982000000002,0.013045299027536244,0.027724281027536248
12.649999999999999,-0.12,1.0448,-0.316,0.485,0.012531928,0.014741912065217399,0.027273840065217398
12.7,-0.12,1.0298,-0.293,0.454,0.010774049499999999,0.016293692282608692,0.027067741782608692
12.75,-0.12,1.0156,-0.271,0.42,0.009216845500000001,0.017762710888405794,0.026979556388405795
12.8,-0.12,1.0026,-0.251,0.402,0.0079066255,0.0191075870768116,0.0270142125768116
12.850000000000001,-0.12,0.9906,-0.232,0.404,0.006754912,0.020349011250724636,0.027103923250724637
12.899999999999999,-0.12,0.9794,-0.212,0.43,0.005640472,0.021507673813043474,0.027148145813043475
12.95,-0.12,0.9692,-0.189,0.461,0.004482985500000001,0.022562884360869576,0.027045869860869577
13,-0.11,0.9604,-0.165,0.474,0.0034167375,0.023473262088405795,0.026889999588405794
13.05,-0.12,0.9529,-0.141,0.468,0.0024950654999999996,0.024249152197101453,0.026744217697101454
13.100000000000001,-0.11,0.9465,-0.118,0.455,0.001747462,0.024911245089855073,0.02665870708985507
13.149999999999999,-0.13,0.941,-0.095,0.443,0.0011326375,0.025480231169565225,0.026612868669565224
13.2,-0.13,0.9369,-0.073,0.427,6.687895e-4,0.025904384428985513,0.026573173928985512
13.25,-0.11,0.9338,-0.053,0.412,3.525295e-4,0.02622508567391305,0.02657761517391305
13.3,-0.12,0.9317,-0.033,0.408,1.3666950000000002e-4,0.026442334904347834,0.026579004404347833
13.350000000000001,-0.12,0.9304,-0.012,0.41,1.8072e-5,0.02657682252318841,0.02659489452318841
13.399999999999999,-0.12,0.9304,0.009,0.403,1.01655e-5,0.02657682252318841,0.02658698802318841
13.45,-0.12,0.9314,0.029,0.389,1.055455e-4,0.026473370508695655,0.026578916008695653
13.5,-0.12,0.9334,0.047,0.383,2.772295e-4,0.02626646647971015,0.02654369597971015
13.55,-0.11,0.9361,0.066,0.388,5.466780000000001e-4,0.025987146040579705,0.026533824040579704
13.599999999999998,-0.13,0.9399,0.086,0.397,9.281979999999999e-4,0.025594028385507252,0.026522226385507254
13.649999999999999,-0.12,0.9448,0.106,0.404,0.001410118,0.02508711351449276,0.026497231514492757
13.7,-0.11,0.9506,0.127,0.41,0.0020241895,0.024487091830434782,0.02651128133043478
13.75,-0.12,0.9574,0.147,0.411,0.0027119294999999994,0.023783618131884055,0.026495547631884053
13.8,-0.12,0.9652,0.168,0.402,0.0035421120000000005,0.022976692418840587,0.026518804418840587
13.849999999999998,-0.11,0.9742,0.188,0.379,0.004435672,0.022045624288405802,0.0264812962884058
13.899999999999999,-0.11,0.9842,0.206,0.35,0.005325717999999999,0.021011104143478267,0.026336822143478267
13.95,-0.11,0.9948,0.223,0.329,0.0062409895,0.019914512789855073,0.026155502289855075
14,-0.11,1.0065,0.238,0.323,0.007108821999999999,0.018704124220289862,0.02581294622028986
14.05,-0.12,1.0187,0.254,0.344,0.008096758,0.01744200964347827,0.025538767643478268
14.099999999999998,-0.12,1.0318,0.272,0.384,0.009284992,0.016086788253623186,0.02537178025362319
14.149999999999999,-0.12,1.0458,0.293,0.416,0.010774049499999999,0.014638460050724634,0.025412509550724632
14.2,-0.12,1.0609,0.315,0.407,0.012452737500000002,0.013076334631884064,0.025529072131884066
14.25,-0.11,1.0774,0.335,0.36,0.014084237500000003,0.011369376392753634,0.025453613892753635
14.3,-0.1,1.0948,0.351,0.323,0.015461725499999999,0.009569311340579712,0.02503103684057971
14.349999999999998,-0.11,1.1126,0.365,0.116,0.016719737499999998,0.007727865482608694,0.02444760298260869
14.399999999999999,-0.12,1.131,0.383,-0.729,0.0184094695,0.005824348415942031,0.024233817915942032
14.45,-0.11,1.1507,0.338,-2.27,0.014337622000000001,0.0037863437304347792,0.01812396573043478
14.5,-2.05,1.1715,0.159,-3.637,0.0031727655000000003,0.001634541828985511,0.004807307328985511
