time,force,position,velocity,acceleration,kinetic_energy,gravitational_potential_energy,total_mechanic_energy
1.35,-0.13,0.4071,0.561,0.38,0.03949748550000001,0.08071326170724637,0.12021074720724638
1.4000000000000004,-0.12,0.4353,0.579,0.38,0.042072745499999994,0.07779591489855073,0.11986866039855072
1.4500000000000002,-0.13,0.4646,0.599,0.383,0.0450295255,0.07476477087391305,0.11979429637391305
1.5,-0.12,0.4955,0.618,0.377,0.047931462,0.07156810362608695,0.11949956562608696
1.5499999999999998,-0.11,0.5268,0.637,0.372,0.0509240095,0.06833005557246377,0.11925406507246378
1.6000000000000005,-0.13,0.5587,0.655,0.376,0.053842637500000005,0.06502993631014493,0.11887257381014493
1.6500000000000004,-0.14,0.5924,0.674,0.379,0.05701163800000001,0.06154360342173913,0.11855524142173915
1.7000000000000002,-0.12,0.6264,0.694,0.377,0.06044531799999999,0.058026234928985516,0.11847155292898551
1.75,-0.12,0.6612,0.712,0.377,0.063621472,0.05442610482463768,0.11804757682463768
1.7999999999999998,-0.14,0.6979,0.731,0.373,0.0670623055,0.05062941589275363,0.11769172139275363
1.8500000000000005,-0.12,0.7345,0.75,0.371,0.07059375,0.04684307216231884,0.11743682216231884
1.9000000000000004,-0.12,0.7724,0.767,0.366,0.0738302695,0.04292224081304349,0.11675251031304348
1.9500000000000002,-0.13,0.8117,0.787,0.365,0.07773080950000001,0.03885657664347827,0.11658738614347827
2,-0.12,0.8508,0.804,0.369,0.08112520800000002,0.0348116028768116,0.11593681087681162
2.05,-0.11,0.8921,0.823,0.365,0.0850047895,0.03053903467826087,0.11554382417826087
2.1000000000000005,-0.13,0.9334,0.842,0.365,0.088974982,0.02626646647971015,0.11524144847971014
2.1500000000000004,-0.11,0.9759,0.859,0.361,0.0926040655,0.021869755863768117,0.11447382136376812
2.2,-0.12,1.0196,0.878,0.193,0.096745942,0.01734890283043478,0.11409484483043478
2.25,-0.13,1.0635,0.895,-1.023,0.1005286375,0.01280735939420291,0.11333599689420291
2.3,-0.11,1.1092,0.863,-3.941,0.0934685095,0.008079602331884064,0.10154811183188407
2.3500000000000005,-0.11,1.1548,0.566,-7.448,0.04020467799999999,0.00336219047101449,0.04356686847101448
2.4000000000000004,-8.65,1.1873,0.024,-8.984,7.2288e-5,0,7.2288e-5
2.45,-0.2,1.1553,-0.5,-7.128,0.031375,0.0033104644637681193,0.03468546446376812
2.5,-0.13,1.116,-0.765,-3.576,0.0734457375,0.007376128633333325,0.08082186613333332
2.55,-0.11,1.076,-0.783,-0.81,0.0769426695,0.011514209213043473,0.08845687871304347
2.6000000000000005,-0.13,1.037,-0.766,0.296,0.073637878,0.015548837778260879,0.08918671577826089
2.6500000000000004,-0.13,0.9994,-0.742,0.457,0.069095782,0.019438633523188413,0.08853441552318841
2.7,-0.11,0.9626,-0.717,0.461,0.06451816949999999,0.02324566765652174,0.08776383715652172
2.75,-0.12,0.9278,-0.695,0.439,0.06061963749999999,0.02684579776086957,0.08746543526086956
2.8,-0.11,0.8937,-0.675,0.442,0.05718093750000001,0.03037351145507246,0.08755444895507247
2.8500000000000005,-0.13,0.8597,-0.652,0.458,0.053350552,0.03389087994782609,0.08724143194782609
2.9000000000000004,-0.13,0.8281,-0.627,0.455,0.049337689500000004,0.03715996360579711,0.08649765310579711
2.95,-0.12,0.7978,-0.606,0.446,0.046088118000000004,0.04029455964492755,0.08638267764492755
3,-0.12,0.7675,-0.585,0.451,0.042949237499999994,0.04342915568405798,0.08637839318405797
3.05,-0.12,0.7387,-0.561,0.458,0.03949748550000001,0.046408573701449275,0.08590605920144928
3.1000000000000005,-0.13,0.7117,-0.537,0.453,0.036190309500000004,0.049201778092753626,0.08539208759275363
3.1500000000000004,-0.13,0.6854,-0.516,0.453,0.033415128,0.051922566073913046,0.08533769407391305
3.2,-0.12,0.6598,-0.494,0.465,0.030626518000000002,0.054570937644927535,0.08519745564492753
3.25,-0.11,0.6358,-0.468,0.459,0.027487512000000002,0.057053785992753625,0.08454129799275363
3.3,-0.12,0.6132,-0.445,0.433,0.0248521375,0.059391801520289854,0.08424393902028986
3.3500000000000005,-0.11,0.5915,-0.426,0.428,0.022775238,0.06163671023478261,0.08441194823478261
3.4000000000000004,-0.12,0.5704,-0.405,0.465,0.020585137500000003,0.06381954774057971,0.08440468524057972
3.45,-0.14,0.5507,-0.38,0.493,0.0181222,0.06585755242608697,0.08397975242608698
3.5,-0.11,0.5325,-0.353,0.469,0.0156384295,0.06774037908985509,0.08337880858985508
3.55,-0.13,0.5156,-0.331,0.419,0.013749905500000001,0.06948871813478262,0.08323862363478263
3.6000000000000005,-0.13,0.4996,-0.313,0.406,0.0122951095,0.07114395036666667,0.08343905986666666
3.6500000000000004,-0.12,0.4842,-0.293,0.443,0.010774049499999999,0.07273711138985507,0.08351116088985507
3.7,-0.13,0.4699,-0.269,0.486,0.009081305500000001,0.07421647519710145,0.08329778069710145
3.75,-0.14,0.4573,-0.243,0.494,0.0074106495,0.07551997057971015,0.08293062007971015
3.8,-0.11,0.4459,-0.218,0.476,0.005964262,0.07669932354492755,0.08266358554492755
3.8500000000000005,-0.12,0.4355,-0.196,0.455,0.0048212080000000004,0.07777522449565218,0.08259643249565218
3.9000000000000004,-0.13,0.4262,-0.173,0.441,0.0037560894999999995,0.07873732823043478,0.08249341773043478
3.95,-0.12,0.4182,-0.151,0.43,0.0028615255,0.07956494434637681,0.08242646984637682
4,-0.12,0.4112,-0.131,0.431,0.0021537055000000003,0.0802891084478261,0.0824428139478261
4.05,-0.12,0.4051,-0.109,0.447,0.0014910655,0.08092016573623188,0.08241123123623188
4.1000000000000005,-0.13,0.4002,-0.086,0.463,9.281979999999999e-4,0.08142708060724638,0.08235527860724638
4.15,-0.12,0.3965,-0.062,0.463,4.82422e-4,0.08180985306086955,0.08229227506086954
4.2,-0.12,0.3941,-0.039,0.449,1.908855e-4,0.08205813789565218,0.08224902339565218
4.25,-0.12,0.3926,-0.017,0.427,3.62695e-5,0.0822133159173913,0.0822495854173913
4.3,-0.12,0.3924,0.004,0.403,2.008e-6,0.08223400632028985,0.08223601432028985
4.3500000000000005,-0.12,0.3931,0.023,0.383,6.63895e-5,0.08216158991014492,0.08222797941014492
4.4,-0.11,0.3948,0.042,0.375,2.2138200000000003e-4,0.08198572148550724,0.08220710348550725
4.45,-0.12,0.3973,0.06,0.377,4.518e-4,0.08172709144927537,0.08217889144927537
4.5,-0.12,0.4008,0.08,0.377,8.032e-4,0.08136500939855072,0.08216820939855073
4.55,-0.12,0.4053,0.099,0.369,0.0012300255,0.08089947533333333,0.08212950083333333
4.6000000000000005,-0.12,0.4107,0.116,0.364,0.001688728,0.08034083445507247,0.08202956245507247
4.65,-0.12,0.4169,0.134,0.371,0.0022534780000000006,0.0796994319652174,0.0819529099652174
4.7,-0.12,0.4241,0.153,0.385,0.0029378295,0.07895457746086958,0.08189240696086958
4.75,-0.11,0.4322,0.173,0.4,0.0037560894999999995,0.07811661614347828,0.08187270564347829
4.8,-0.11,0.4414,0.193,0.415,0.0046747495,0.07716485761014492,0.08183960711014493
4.8500000000000005,-0.11,0.4515,0.214,0.428,0.005747398,0.07611999226376812,0.08186739026376812
4.9,-0.13,0.4627,0.236,0.427,0.006989848,0.07496132970144928,0.08195117770144927
4.95,-0.13,0.4751,0.258,0.399,0.008353782,0.07367852472173912,0.08203230672173913
5,-0.12,0.4887,0.277,0.354,0.009629489500000003,0.07227157732463768,0.08190106682463769
5.05,-0.12,0.503,0.293,0.326,0.010774049499999999,0.0707922135173913,0.0815662630173913
5.1000000000000005,-0.12,0.518,0.308,0.338,0.011905432,0.0692404333,0.08114586530000001
5.15,-0.12,0.5337,0.325,0.381,0.013255937500000002,0.06761623667246378,0.08087217417246378
5.2,-0.12,0.5504,0.346,0.414,0.015024357999999998,0.06588858803043478,0.08091294603043478
5.25,-0.14,0.5682,0.369,0.403,0.017088205500000002,0.06404714217246377,0.08113534767246378
5.3,-0.12,0.5874,0.388,0.364,0.018893272000000003,0.062060863494202895,0.0809541354942029
5.3500000000000005,-0.13,0.6074,0.404,0.348,0.020483608000000004,0.05999182320434782,0.08047543120434783
5.4,-0.13,0.6278,0.42,0.375,0.022138199999999997,0.057881402108695655,0.08001960210869566
5.45,-0.12,0.6491,0.441,0.402,0.024407365500000004,0.055677874200000005,0.0800852397
5.500000000000001,-0.12,0.6718,0.464,0.388,0.027019648,0.0533295134710145,0.08034916147101451
5.55,-0.11,0.6958,0.481,0.358,0.029035805499999998,0.05084666512318841,0.0798824706231884
5.6000000000000005,-0.11,0.7202,0.497,0.36,0.0309996295,0.048322435969565224,0.07932206546956522
5.6499999999999995,-0.11,0.7452,0.516,0.38,0.033415128,0.04573613560724638,0.07915126360724639
5.7,-0.11,0.7715,0.537,0.381,0.036190309500000004,0.043015347626086956,0.07920565712608696
5.750000000000001,-0.12,0.7992,0.555,0.368,0.03865713750000001,0.04014972682463768,0.07880686432463768
5.8,-0.11,0.8273,0.572,0.364,0.04106159199999999,0.037242725217391304,0.07830431721739128
5.8500000000000005,-0.13,0.8559,0.591,0.368,0.0438347655,0.034283997602898554,0.07811876310289856
5.8999999999999995,-0.11,0.8864,0.61,0.365,0.04669855,0.03112871116086957,0.07782726116086958
5.95,-0.12,0.9175,0.627,0.361,0.049337689500000004,0.027911353510144933,0.07724904301014493
6.000000000000001,-0.11,0.9486,0.646,0.366,0.052373158,0.024693995859420295,0.0770671538594203
6.05,-0.1,0.9819,0.664,0.372,0.055332448000000006,0.021249043776811596,0.0765814917768116
6.1000000000000005,-0.14,1.0157,0.683,0.372,0.05854436950000001,0.01775236568695652,0.07629673518695654
6.1499999999999995,-0.12,1.0496,0.701,0.217,0.06167082549999999,0.014245342395652167,0.07591616789565216
6.2,-0.1,1.0858,0.72,-0.833,0.0650592,0.010500379471014485,0.07555957947101448
6.250000000000001,-0.12,1.1222,0.692,-3.266,0.06009743199999999,0.006734726143478254,0.06683215814347825
6.3,-0.1,1.1591,0.442,-6.112,0.024518182000000003,0.0029173468086956525,0.027435528808695656
6.3500000000000005,-6.87,1.184,-8.084e-4,-7.262,8.201557528000001e-8,3.4139164782609526e-4,3.4147366340137524e-4
6.3999999999999995,-0.04,1.1566,-0.42,-5.656,0.022138199999999997,0.003175976844927531,0.025314176844927528
6.45,-0.18,1.1245,-0.624,-2.747,0.048866688,0.006496786510144925,0.05536347451014492
6.500000000000001,-0.1,1.0926,-0.632,-0.528,0.050127712,0.009796905772463768,0.059924617772463766
6.55,-0.11,1.0609,-0.614,0.34,0.047312998,0.013076334631884064,0.06038933263188406
6.6000000000000005,-0.14,1.0306,-0.589,0.458,0.0435385855,0.0162109306710145,0.0597495161710145
6.6499999999999995,-0.11,1.0024,-0.565,0.461,0.040062737499999994,0.019128277479710153,0.059191014979710146
6.7,-0.1,0.9745,-0.543,0.451,0.0370035495,0.02201458868405797,0.059018138184057975
6.750000000000001,-0.14,0.9477,-0.521,0.449,0.034065845500000004,0.024787102672463774,0.05885294817246378
6.8,-0.1,0.9223,-0.497,0.441,0.0309996295,0.02741478384057971,0.058414413340579716
6.8500000000000005,-0.12,0.8982,-0.476,0.433,0.028435287999999996,0.029907977389855078,0.05834326538985507
6.8999999999999995,-0.13,0.8748,-0.456,0.447,0.026095968,0.03232875452898551,0.05842472252898551
6.95,-0.1,0.8524,-0.433,0.472,0.023529869499999998,0.03464607965362319,0.05817594915362319
7.000000000000001,-0.12,0.8314,-0.407,0.463,0.020788949499999997,0.03681857195797101,0.057607521457971
7.05,-0.13,0.8119,-0.384,0.426,0.018505728,0.038835886240579716,0.057341614240579715
7.1000000000000005,-0.11,0.7933,-0.365,0.411,0.016719737499999998,0.04076009371014493,0.05747983121014493
7.1499999999999995,-0.11,0.7752,-0.346,0.447,0.015024357999999998,0.04263257517246377,0.05765693317246377
7.2,-0.13,0.7584,-0.321,0.493,0.012931645500000002,0.04437056901594203,0.05730221451594203
7.250000000000001,-0.12,0.743,-0.294,0.494,0.010847717999999998,0.045963730039130436,0.056811448039130436
7.3,-0.11,0.7291,-0.27,0.455,0.009148950000000001,0.04740171304057972,0.05655066304057972
7.3500000000000005,-0.13,0.7163,-0.249,0.424,0.0077811255000000005,0.04872589882608696,0.05650702432608696
7.3999999999999995,-0.12,0.7042,-0.229,0.426,0.0065813455,0.04997766820144928,0.05655901370144928
7.45,-0.12,0.6931,-0.207,0.441,0.0053775494999999994,0.051125985562318836,0.05650353506231884
7.500000000000001,-0.12,0.6836,-0.184,0.45,0.004248928,0.05210877970000001,0.05635770770000001
7.55,-0.11,0.6748,-0.162,0.458,0.003293622,0.05301915742753624,0.05631277942753624
7.6000000000000005,-0.12,0.6672,-0.139,0.468,0.0024247855000000007,0.05380539273768116,0.05623017823768116
7.6499999999999995,-0.12,0.6609,-0.115,0.47,0.0016597375,0.05445714042898551,0.05611687792898551
7.7,-0.12,0.6558,-0.091,0.465,0.0010392655,0.054984745702898546,0.056024011202898544
7.750000000000001,-0.12,0.6518,-0.069,0.461,5.975055000000001e-4,0.05539855376086956,0.055996059260869556
7.8,-0.12,0.6489,-0.046,0.459,2.65558e-4,0.05569856460289855,0.05596412260289855
7.8500000000000005,-0.13,0.6472,-0.022,0.45,6.0741999999999995e-5,0.05587443302753624,0.05593517502753624
7.8999999999999995,-0.11,0.6467,0,0.431,0,0.055926159034782603,0.055926159034782603
7.95,-0.11,0.6473,0.021,0.415,5.534550000000001e-5,0.05586408782608696,0.05591943332608696
8,-0.12,0.6488,0.041,0.411,2.1096550000000003e-4,0.055708909804347825,0.055919875304347826
8.05,-0.11,0.6513,0.061,0.412,4.669855e-4,0.055450279768115944,0.05591726526811595
8.100000000000001,-0.11,0.6549,0.082,0.411,8.438620000000001e-4,0.05507785251594203,0.05592171451594203
8.149999999999999,-0.12,0.6595,0.103,0.408,0.0013314294999999998,0.05460197324927537,0.05593340274927537
8.2,-0.11,0.6652,0.123,0.407,0.0018986895,0.05401229676666667,0.05591098626666667
8.25,-0.13,0.6718,0.143,0.402,0.002566349499999999,0.0533295134710145,0.0558958629710145
8.3,-0.11,0.6796,0.164,0.384,0.0033754480000000005,0.05252258775797102,0.055898035757971025
8.350000000000001,-0.12,0.6883,0.182,0.36,0.004157062,0.051622555231884054,0.05577961723188406
8.399999999999999,-0.11,0.6979,0.199,0.342,0.004969925500000001,0.05062941589275363,0.05559934139275363
8.45,-0.12,0.7082,0.216,0.342,0.005855328,0.04956386014347826,0.05541918814347826
8.5,-0.12,0.7194,0.233,0.361,0.006813269500000001,0.048405197581159416,0.05521846708115942
8.55,-0.12,0.7315,0.251,0.393,0.0079066255,0.0471534282057971,0.0550600537057971
8.600000000000001,-0.11,0.7444,0.272,0.422,0.009284992,0.04581889721884058,0.05510388921884058
8.649999999999999,-0.11,0.7586,0.295,0.42,0.0109216375,0.04434987861304347,0.05527151611304347
8.7,-0.12,0.7739,0.316,0.381,0.012531928,0.04276706279130435,0.05529899079130435
8.75,-0.11,0.7904,0.333,0.334,0.013916569500000002,0.04106010455217391,0.054976674052173914
8.8,-0.14,0.8075,0.348,0.326,0.015198551999999999,0.03929107510434783,0.05448962710434783
8.850000000000001,-0.13,0.8251,0.363,0.365,0.016537009499999998,0.03747031964927537,0.05400732914927537
8.899999999999999,-0.12,0.8435,0.384,0.404,0.018505728,0.03556680258260869,0.05407253058260869
8.95,-0.1,0.8634,0.407,0.396,0.020788949499999997,0.0335081074942029,0.0542970569942029
9,-0.11,0.8844,0.426,0.358,0.022775238,0.03133561518985508,0.054110853189855077
9.05,-0.13,0.9062,0.441,0.346,0.024407365500000004,0.029080361273913044,0.053487726773913044
9.100000000000001,-0.13,0.9284,0.458,0.372,0.026325382,0.026783726552173915,0.05310910855217392
9.149999999999999,-0.11,0.9515,0.479,0.388,0.028794845499999996,0.024393985017391307,0.0531888305173913
9.2,-0.11,0.9763,0.499,0.373,0.0312496255,0.021828375057971024,0.053078000557971024
9.25,-0.12,1.0019,0.515,0.361,0.033285737499999996,0.01918000348695652,0.05246574098695651
9.3,-0.13,1.0278,0.533,0.371,0.035653169500000005,0.0165005963115942,0.052153765811594206
